Epoch,MSE,RMSE,Accuracy,Precision,Recall,F1Score
1,0.232255,0.481928,0.653333,0.306667,0.306667,0.306667
2,0.227974,0.477467,0.653333,0.306667,0.306667,0.306667
3,0.223052,0.472284,0.653333,0.306667,0.306667,0.306667
4,0.217546,0.466419,0.653333,0.306667,0.306667,0.306667
5,0.211577,0.459975,0.653333,0.306667,0.306667,0.306667
6,0.205324,0.453127,0.653333,0.306667,0.306667,0.306667
7,0.199,0.446094,0.653333,0.306667,0.306667,0.306667
8,0.19283,0.439124,0.653333,0.306667,0.306667,0.306667
9,0.187014,0.432451,0.652667,0.305333,0.305333,0.305333
10,0.181705,0.426268,0.65,0.3,0.3,0.3
11,0.176994,0.420706,0.65,0.3,0.3,0.3
12,0.172916,0.415832,0.660667,0.321333,0.321333,0.321333
13,0.169457,0.411652,0.670667,0.341333,0.341333,0.341333
14,0.16657,0.40813,0.674,0.348,0.348,0.348
15,0.164188,0.405202,0.701333,0.402667,0.402667,0.402667
16,0.16224,0.40279,0.731333,0.462667,0.462667,0.462667
17,0.160654,0.400816,0.753333,0.506667,0.506667,0.506667
18,0.159364,0.399204,0.763333,0.526667,0.526667,0.526667
19,0.158315,0.397888,0.767333,0.534667,0.534667,0.534667
20,0.157458,0.39681,0.769333,0.538667,0.538667,0.538667
21,0.156756,0.395925,0.769333,0.538667,0.538667,0.538667
22,0.156178,0.395193,0.769333,0.538667,0.538667,0.538667
23,0.155698,0.394586,0.769333,0.538667,0.538667,0.538667
24,0.155297,0.394077,0.769333,0.538667,0.538667,0.538667
25,0.154959,0.393648,0.769333,0.538667,0.538667,0.538667
26,0.154673,0.393284,0.769333,0.538667,0.538667,0.538667
27,0.154428,0.392973,0.769333,0.538667,0.538667,0.538667
28,0.154218,0.392706,0.769333,0.538667,0.538667,0.538667
29,0.154036,0.392474,0.769333,0.538667,0.538667,0.538667
30,0.153878,0.392272,0.769333,0.538667,0.538667,0.538667
31,0.153739,0.392095,0.769333,0.538667,0.538667,0.538667
32,0.153616,0.391939,0.769333,0.538667,0.538667,0.538667
33,0.153508,0.391801,0.769333,0.538667,0.538667,0.538667
34,0.153412,0.391678,0.769333,0.538667,0.538667,0.538667
35,0.153325,0.391568,0.769333,0.538667,0.538667,0.538667
36,0.153248,0.391469,0.769333,0.538667,0.538667,0.538667
37,0.153178,0.391379,0.769333,0.538667,0.538667,0.538667
38,0.153114,0.391298,0.769333,0.538667,0.538667,0.538667
39,0.153056,0.391224,0.769333,0.538667,0.538667,0.538667
40,0.153003,0.391157,0.769333,0.538667,0.538667,0.538667
41,0.152955,0.391094,0.769333,0.538667,0.538667,0.538667
42,0.15291,0.391037,0.769333,0.538667,0.538667,0.538667
43,0.152868,0.390983,0.769333,0.538667,0.538667,0.538667
44,0.152829,0.390933,0.769333,0.538667,0.538667,0.538667
45,0.152792,0.390886,0.769333,0.538667,0.538667,0.538667
46,0.152758,0.390842,0.769333,0.538667,0.538667,0.538667
47,0.152725,0.3908,0.769333,0.538667,0.538667,0.538667
48,0.152694,0.39076,0.769333,0.538667,0.538667,0.538667
49,0.152664,0.390722,0.769333,0.538667,0.538667,0.538667
50,0.152635,0.390685,0.769333,0.538667,0.538667,0.538667
51,0.152607,0.39065,0.769333,0.538667,0.538667,0.538667
52,0.15258,0.390615,0.769333,0.538667,0.538667,0.538667
53,0.152554,0.390581,0.769333,0.538667,0.538667,0.538667
54,0.152528,0.390548,0.769333,0.538667,0.538667,0.538667
55,0.152502,0.390516,0.769333,0.538667,0.538667,0.538667
56,0.152477,0.390483,0.769333,0.538667,0.538667,0.538667
57,0.152452,0.390452,0.769333,0.538667,0.538667,0.538667
58,0.152428,0.39042,0.769333,0.538667,0.538667,0.538667
59,0.152403,0.390388,0.769333,0.538667,0.538667,0.538667
60,0.152379,0.390357,0.769333,0.538667,0.538667,0.538667
61,0.152354,0.390325,0.769333,0.538667,0.538667,0.538667
62,0.152329,0.390294,0.769333,0.538667,0.538667,0.538667
63,0.152305,0.390262,0.769333,0.538667,0.538667,0.538667
64,0.15228,0.39023,0.769333,0.538667,0.538667,0.538667
65,0.152255,0.390198,0.769333,0.538667,0.538667,0.538667
66,0.15223,0.390166,0.769333,0.538667,0.538667,0.538667
67,0.152204,0.390134,0.769333,0.538667,0.538667,0.538667
68,0.152179,0.390101,0.769333,0.538667,0.538667,0.538667
