Epoch,MSE,RMSE,Accuracy,Precision,Recall,F1Score
1,0.143137,0.378335,0.779167,0.558333,0.558333,0.558333
2,0.166519,0.408067,0.735417,0.470833,0.470833,0.470833
3,0.166421,0.407947,0.73125,0.4625,0.4625,0.4625
4,0.161556,0.40194,0.7375,0.475,0.475,0.475
5,0.153132,0.391321,0.75625,0.5125,0.5125,0.5125
6,0.14215,0.377028,0.795833,0.591667,0.591667,0.591667
7,0.130029,0.360596,0.825,0.65,0.65,0.65
8,0.118065,0.343606,0.85625,0.7125,0.7125,0.7125
9,0.107018,0.327136,0.89375,0.7875,0.7875,0.7875
10,0.0971455,0.311682,0.910417,0.820833,0.820833,0.820833
11,0.0884533,0.297411,0.91875,0.8375,0.8375,0.8375
12,0.0808618,0.284362,0.93125,0.8625,0.8625,0.8625
13,0.0742628,0.272512,0.941667,0.883333,0.883333,0.883333
14,0.0685354,0.261793,0.947917,0.895833,0.895833,0.895833
15,0.0635579,0.252107,0.952083,0.904167,0.904167,0.904167
16,0.0592181,0.243348,0.954167,0.908333,0.908333,0.908333
17,0.0554184,0.235411,0.95625,0.9125,0.9125,0.9125
18,0.0520772,0.228204,0.960417,0.920833,0.920833,0.920833
19,0.0491271,0.221646,0.964583,0.929167,0.929167,0.929167
20,0.0465125,0.215668,0.966667,0.933333,0.933333,0.933333
21,0.0441874,0.210208,0.970833,0.941667,0.941667,0.941667
22,0.0421132,0.205215,0.972917,0.945833,0.945833,0.945833
23,0.0402573,0.200642,0.970833,0.941667,0.941667,0.941667
24,0.0385919,0.196448,0.972917,0.945833,0.945833,0.945833
25,0.0370931,0.192596,0.972917,0.945833,0.945833,0.945833
26,0.0357405,0.189052,0.972917,0.945833,0.945833,0.945833
27,0.0345163,0.185786,0.972917,0.945833,0.945833,0.945833
28,0.0334051,0.182771,0.972917,0.945833,0.945833,0.945833
29,0.0323936,0.179982,0.972917,0.945833,0.945833,0.945833
30,0.0314704,0.177399,0.975,0.95,0.95,0.95
31,0.0306254,0.175001,0.975,0.95,0.95,0.95
32,0.0298498,0.172771,0.975,0.95,0.95,0.95
33,0.0291362,0.170693,0.975,0.95,0.95,0.95
34,0.0284779,0.168754,0.975,0.95,0.95,0.95
35,0.0278691,0.16694,0.977083,0.954167,0.954167,0.954167
36,0.0273049,0.165242,0.977083,0.954167,0.954167,0.954167
37,0.0267807,0.163648,0.977083,0.954167,0.954167,0.954167
38,0.0262929,0.162151,0.977083,0.954167,0.954167,0.954167
39,0.0258379,0.160742,0.977083,0.954167,0.954167,0.954167
40,0.0254127,0.159414,0.977083,0.954167,0.954167,0.954167
41,0.0250147,0.158161,0.977083,0.954167,0.954167,0.954167
42,0.0246416,0.156977,0.977083,0.954167,0.954167,0.954167
43,0.0242913,0.155857,0.977083,0.954167,0.954167,0.954167
44,0.0239618,0.154796,0.977083,0.954167,0.954167,0.954167
45,0.0236516,0.153791,0.979167,0.958333,0.958333,0.958333
