Epoch,MSE,RMSE,Accuracy,Precision,Recall,F1Score
1,0.15949,0.399362,0.770833,0.541667,0.541667,0.541667
2,0.169837,0.412113,0.725,0.45,0.45,0.45
3,0.167355,0.40909,0.733333,0.466667,0.466667,0.466667
4,0.165385,0.406675,0.7375,0.475,0.475,0.475
5,0.163604,0.40448,0.741667,0.483333,0.483333,0.483333
6,0.161841,0.402295,0.754167,0.508333,0.508333,0.508333
7,0.159962,0.399953,0.7625,0.525,0.525,0.525
8,0.157892,0.397356,0.766667,0.533333,0.533333,0.533333
9,0.155618,0.394485,0.770833,0.541667,0.541667,0.541667
10,0.153188,0.391392,0.770833,0.541667,0.541667,0.541667
11,0.150675,0.388168,0.775,0.55,0.55,0.55
12,0.148163,0.384919,0.783333,0.566667,0.566667,0.566667
13,0.145724,0.381738,0.791667,0.583333,0.583333,0.583333
14,0.143412,0.378698,0.795833,0.591667,0.591667,0.591667
15,0.14126,0.375846,0.795833,0.591667,0.591667,0.591667
16,0.139284,0.373208,0.804167,0.608333,0.608333,0.608333
17,0.137485,0.37079,0.808333,0.616667,0.616667,0.616667
18,0.135858,0.368589,0.795833,0.591667,0.591667,0.591667
19,0.13439,0.366592,0.7875,0.575,0.575,0.575
20,0.133068,0.364785,0.7875,0.575,0.575,0.575
21,0.131878,0.36315,0.795833,0.591667,0.591667,0.591667
22,0.130805,0.36167,0.8,0.6,0.6,0.6
23,0.129836,0.360328,0.808333,0.616667,0.616667,0.616667
24,0.128958,0.359108,0.808333,0.616667,0.616667,0.616667
25,0.128161,0.357996,0.808333,0.616667,0.616667,0.616667
26,0.127435,0.35698,0.808333,0.616667,0.616667,0.616667
27,0.12677,0.356047,0.808333,0.616667,0.616667,0.616667
28,0.126159,0.355188,0.8125,0.625,0.625,0.625
29,0.125595,0.354394,0.8125,0.625,0.625,0.625
30,0.125073,0.353656,0.8125,0.625,0.625,0.625
31,0.124587,0.352969,0.8125,0.625,0.625,0.625
32,0.124134,0.352326,0.8125,0.625,0.625,0.625
33,0.123709,0.351723,0.808333,0.616667,0.616667,0.616667
34,0.123311,0.351156,0.8125,0.625,0.625,0.625
35,0.122935,0.350621,0.8125,0.625,0.625,0.625
36,0.122581,0.350116,0.8125,0.625,0.625,0.625
37,0.122247,0.349638,0.808333,0.616667,0.616667,0.616667
38,0.121931,0.349186,0.808333,0.616667,0.616667,0.616667
39,0.121632,0.348758,0.808333,0.616667,0.616667,0.616667
40,0.121349,0.348352,0.8125,0.625,0.625,0.625
41,0.121082,0.347968,0.8125,0.625,0.625,0.625
