Epoch,MSE,RMSE,Accuracy,Precision,Recall,F1Score
1,0.156777,0.39595,0.775,0.55,0.55,0.55
2,0.167531,0.409306,0.729167,0.458333,0.458333,0.458333
3,0.165455,0.406762,0.7375,0.475,0.475,0.475
4,0.163762,0.404675,0.745833,0.491667,0.491667,0.491667
5,0.162214,0.402758,0.741667,0.483333,0.483333,0.483333
6,0.160702,0.400876,0.75,0.5,0.5,0.5
7,0.159128,0.398908,0.7625,0.525,0.525,0.525
8,0.157426,0.396769,0.766667,0.533333,0.533333,0.533333
9,0.155575,0.39443,0.770833,0.541667,0.541667,0.541667
10,0.153595,0.391912,0.770833,0.541667,0.541667,0.541667
11,0.151532,0.389271,0.770833,0.541667,0.541667,0.541667
12,0.149442,0.386578,0.775,0.55,0.55,0.55
13,0.14738,0.383901,0.7875,0.575,0.575,0.575
14,0.145388,0.381298,0.7875,0.575,0.575,0.575
15,0.143499,0.378813,0.795833,0.591667,0.591667,0.591667
16,0.141731,0.376472,0.795833,0.591667,0.591667,0.591667
17,0.140094,0.374291,0.8,0.6,0.6,0.6
18,0.138587,0.372273,0.804167,0.608333,0.608333,0.608333
19,0.137208,0.370415,0.804167,0.608333,0.608333,0.608333
20,0.135947,0.36871,0.8,0.6,0.6,0.6
21,0.134798,0.367148,0.795833,0.591667,0.591667,0.591667
22,0.133749,0.365716,0.8,0.6,0.6,0.6
23,0.13279,0.364404,0.804167,0.608333,0.608333,0.608333
24,0.131914,0.363199,0.795833,0.591667,0.591667,0.591667
25,0.131109,0.36209,0.8,0.6,0.6,0.6
26,0.13037,0.361068,0.795833,0.591667,0.591667,0.591667
27,0.129687,0.360121,0.795833,0.591667,0.591667,0.591667
28,0.129056,0.359243,0.795833,0.591667,0.591667,0.591667
29,0.128468,0.358425,0.8,0.6,0.6,0.6
30,0.127921,0.35766,0.795833,0.591667,0.591667,0.591667
31,0.127409,0.356943,0.795833,0.591667,0.591667,0.591667
32,0.126928,0.356269,0.795833,0.591667,0.591667,0.591667
33,0.126475,0.355633,0.795833,0.591667,0.591667,0.591667
34,0.126047,0.355032,0.795833,0.591667,0.591667,0.591667
35,0.125643,0.354461,0.795833,0.591667,0.591667,0.591667
36,0.125259,0.35392,0.791667,0.583333,0.583333,0.583333
37,0.124895,0.353405,0.791667,0.583333,0.583333,0.583333
38,0.124549,0.352915,0.791667,0.583333,0.583333,0.583333
39,0.124219,0.352448,0.791667,0.583333,0.583333,0.583333
40,0.123906,0.352002,0.791667,0.583333,0.583333,0.583333
41,0.123607,0.351578,0.8,0.6,0.6,0.6
42,0.123323,0.351173,0.8,0.6,0.6,0.6
43,0.123052,0.350787,0.804167,0.608333,0.608333,0.608333
44,0.122794,0.35042,0.804167,0.608333,0.608333,0.608333
45,0.122549,0.350071,0.804167,0.608333,0.608333,0.608333
46,0.122317,0.349738,0.804167,0.608333,0.608333,0.608333
47,0.122096,0.349422,0.804167,0.608333,0.608333,0.608333
48,0.121886,0.349122,0.804167,0.608333,0.608333,0.608333
49,0.121688,0.348838,0.804167,0.608333,0.608333,0.608333
50,0.1215,0.348568,0.804167,0.608333,0.608333,0.608333
51,0.121322,0.348312,0.804167,0.608333,0.608333,0.608333
52,0.121153,0.348071,0.804167,0.608333,0.608333,0.608333
53,0.120994,0.347842,0.804167,0.608333,0.608333,0.608333
54,0.120844,0.347626,0.804167,0.608333,0.608333,0.608333
55,0.120702,0.347423,0.804167,0.608333,0.608333,0.608333
56,0.120569,0.34723,0.804167,0.608333,0.608333,0.608333
57,0.120443,0.347049,0.8,0.6,0.6,0.6
58,0.120324,0.346878,0.8,0.6,0.6,0.6
59,0.120213,0.346717,0.804167,0.608333,0.608333,0.608333
60,0.120108,0.346566,0.804167,0.608333,0.608333,0.608333
61,0.120009,0.346423,0.804167,0.608333,0.608333,0.608333
62,0.119916,0.346289,0.804167,0.608333,0.608333,0.608333
63,0.119828,0.346163,0.804167,0.608333,0.608333,0.608333
64,0.119746,0.346044,0.808333,0.616667,0.616667,0.616667
65,0.119669,0.345932,0.808333,0.616667,0.616667,0.616667
66,0.119596,0.345827,0.8125,0.625,0.625,0.625
67,0.119528,0.345728,0.8125,0.625,0.625,0.625
68,0.119463,0.345635,0.8125,0.625,0.625,0.625
69,0.119403,0.345547,0.8125,0.625,0.625,0.625
70,0.119346,0.345465,0.808333,0.616667,0.616667,0.616667
71,0.119292,0.345387,0.808333,0.616667,0.616667,0.616667
72,0.119242,0.345314,0.808333,0.616667,0.616667,0.616667
73,0.119194,0.345245,0.808333,0.616667,0.616667,0.616667
74,0.119149,0.34518,0.808333,0.616667,0.616667,0.616667
75,0.119107,0.345118,0.808333,0.616667,0.616667,0.616667
76,0.119067,0.34506,0.808333,0.616667,0.616667,0.616667
77,0.119029,0.345005,0.808333,0.616667,0.616667,0.616667
78,0.118993,0.344954,0.804167,0.608333,0.608333,0.608333
79,0.118959,0.344904,0.804167,0.608333,0.608333,0.608333
80,0.118927,0.344858,0.804167,0.608333,0.608333,0.608333
81,0.118897,0.344814,0.804167,0.608333,0.608333,0.608333
82,0.118868,0.344772,0.8,0.6,0.6,0.6
83,0.11884,0.344732,0.8,0.6,0.6,0.6
84,0.118814,0.344694,0.8,0.6,0.6,0.6
85,0.118789,0.344658,0.8,0.6,0.6,0.6
86,0.118766,0.344624,0.8,0.6,0.6,0.6
87,0.118743,0.344591,0.8,0.6,0.6,0.6
88,0.118722,0.34456,0.8,0.6,0.6,0.6
89,0.118701,0.34453,0.8,0.6,0.6,0.6
90,0.118681,0.344501,0.8,0.6,0.6,0.6
91,0.118662,0.344474,0.804167,0.608333,0.608333,0.608333
92,0.118644,0.344447,0.804167,0.608333,0.608333,0.608333
93,0.118626,0.344422,0.804167,0.608333,0.608333,0.608333
94,0.118609,0.344397,0.804167,0.608333,0.608333,0.608333
95,0.118593,0.344374,0.804167,0.608333,0.608333,0.608333
96,0.118577,0.344351,0.804167,0.608333,0.608333,0.608333
97,0.118562,0.344329,0.808333,0.616667,0.616667,0.616667
98,0.118547,0.344307,0.808333,0.616667,0.616667,0.616667
99,0.118533,0.344286,0.808333,0.616667,0.616667,0.616667
