Epoch,MSE,RMSE,Accuracy,Precision,Recall,F1Score
1,0.132779,0.364389,0.795833,0.591667,0.591667,0.591667
2,0.161581,0.401971,0.747917,0.495833,0.495833,0.495833
3,0.164265,0.405297,0.735417,0.470833,0.470833,0.470833
4,0.160401,0.400501,0.741667,0.483333,0.483333,0.483333
5,0.152509,0.390524,0.75625,0.5125,0.5125,0.5125
6,0.141847,0.376626,0.79375,0.5875,0.5875,0.5875
7,0.129915,0.360438,0.822917,0.645833,0.645833,0.645833
8,0.118056,0.343593,0.85625,0.7125,0.7125,0.7125
9,0.107065,0.327207,0.89375,0.7875,0.7875,0.7875
10,0.0972206,0.311802,0.908333,0.816667,0.816667,0.816667
11,0.0885407,0.297558,0.91875,0.8375,0.8375,0.8375
12,0.0809526,0.284522,0.93125,0.8625,0.8625,0.8625
13,0.0743527,0.272677,0.9375,0.875,0.875,0.875
14,0.0686226,0.261959,0.947917,0.895833,0.895833,0.895833
15,0.0636419,0.252273,0.95,0.9,0.9,0.9
16,0.0592986,0.243513,0.954167,0.908333,0.908333,0.908333
17,0.0554953,0.235574,0.95625,0.9125,0.9125,0.9125
18,0.0521504,0.228365,0.9625,0.925,0.925,0.925
19,0.0491964,0.221803,0.964583,0.929167,0.929167,0.929167
20,0.0465778,0.215819,0.96875,0.9375,0.9375,0.9375
21,0.0442486,0.210354,0.970833,0.941667,0.941667,0.941667
22,0.0421704,0.205354,0.972917,0.945833,0.945833,0.945833
23,0.0403105,0.200775,0.970833,0.941667,0.941667,0.941667
24,0.0386413,0.196574,0.972917,0.945833,0.945833,0.945833
25,0.037139,0.192715,0.972917,0.945833,0.945833,0.945833
26,0.035783,0.189164,0.972917,0.945833,0.945833,0.945833
27,0.0345557,0.185892,0.972917,0.945833,0.945833,0.945833
28,0.0334416,0.182871,0.972917,0.945833,0.945833,0.945833
29,0.0324276,0.180077,0.972917,0.945833,0.945833,0.945833
30,0.031502,0.177488,0.975,0.95,0.95,0.95
31,0.0306548,0.175085,0.975,0.95,0.95,0.95
32,0.0298773,0.172851,0.975,0.95,0.95,0.95
33,0.0291619,0.170769,0.975,0.95,0.95,0.95
34,0.028502,0.168825,0.975,0.95,0.95,0.95
35,0.0278919,0.167009,0.977083,0.954167,0.954167,0.954167
36,0.0273264,0.165307,0.977083,0.954167,0.954167,0.954167
37,0.0268011,0.16371,0.977083,0.954167,0.954167,0.954167
38,0.0263122,0.16221,0.977083,0.954167,0.954167,0.954167
39,0.0258563,0.160799,0.977083,0.954167,0.954167,0.954167
40,0.0254303,0.159469,0.977083,0.954167,0.954167,0.954167
41,0.0250316,0.158214,0.977083,0.954167,0.954167,0.954167
42,0.0246578,0.157028,0.977083,0.954167,0.954167,0.954167
43,0.0243069,0.155907,0.977083,0.954167,0.954167,0.954167
44,0.0239769,0.154845,0.977083,0.954167,0.954167,0.954167
45,0.0236661,0.153838,0.979167,0.958333,0.958333,0.958333
46,0.0233732,0.152883,0.979167,0.958333,0.958333,0.958333
47,0.0230967,0.151976,0.977083,0.954167,0.954167,0.954167
48,0.0228354,0.151114,0.977083,0.954167,0.954167,0.954167
49,0.0225882,0.150294,0.977083,0.954167,0.954167,0.954167
50,0.0223542,0.149513,0.977083,0.954167,0.954167,0.954167
51,0.0221323,0.148769,0.977083,0.954167,0.954167,0.954167
52,0.0219219,0.148061,0.977083,0.954167,0.954167,0.954167
53,0.0217222,0.147384,0.977083,0.954167,0.954167,0.954167
54,0.0215324,0.146739,0.977083,0.954167,0.954167,0.954167
55,0.0213519,0.146123,0.977083,0.954167,0.954167,0.954167
56,0.0211802,0.145534,0.977083,0.954167,0.954167,0.954167
57,0.0210168,0.144972,0.977083,0.954167,0.954167,0.954167
58,0.020861,0.144434,0.977083,0.954167,0.954167,0.954167
59,0.0207126,0.143919,0.977083,0.954167,0.954167,0.954167
60,0.020571,0.143426,0.977083,0.954167,0.954167,0.954167
61,0.0204358,0.142954,0.977083,0.954167,0.954167,0.954167
62,0.0203068,0.142502,0.977083,0.954167,0.954167,0.954167
63,0.0201835,0.142069,0.977083,0.954167,0.954167,0.954167
64,0.0200657,0.141653,0.977083,0.954167,0.954167,0.954167
65,0.019953,0.141255,0.977083,0.954167,0.954167,0.954167
66,0.0198452,0.140873,0.977083,0.954167,0.954167,0.954167
67,0.019742,0.140506,0.977083,0.954167,0.954167,0.954167
68,0.0196432,0.140154,0.977083,0.954167,0.954167,0.954167
69,0.0195486,0.139816,0.977083,0.954167,0.954167,0.954167
70,0.0194578,0.139491,0.977083,0.954167,0.954167,0.954167
71,0.0193709,0.139179,0.977083,0.954167,0.954167,0.954167
72,0.0192874,0.138879,0.977083,0.954167,0.954167,0.954167
73,0.0192074,0.138591,0.977083,0.954167,0.954167,0.954167
74,0.0191305,0.138313,0.977083,0.954167,0.954167,0.954167
75,0.0190567,0.138046,0.977083,0.954167,0.954167,0.954167
76,0.0189858,0.137789,0.977083,0.954167,0.954167,0.954167
77,0.0189177,0.137541,0.977083,0.954167,0.954167,0.954167
78,0.0188521,0.137303,0.977083,0.954167,0.954167,0.954167
79,0.0187891,0.137073,0.977083,0.954167,0.954167,0.954167
80,0.0187285,0.136852,0.977083,0.954167,0.954167,0.954167
81,0.0186701,0.136639,0.977083,0.954167,0.954167,0.954167
82,0.0186139,0.136433,0.977083,0.954167,0.954167,0.954167
83,0.0185598,0.136234,0.977083,0.954167,0.954167,0.954167
84,0.0185076,0.136043,0.977083,0.954167,0.954167,0.954167
85,0.0184573,0.135858,0.977083,0.954167,0.954167,0.954167
86,0.0184088,0.135679,0.977083,0.954167,0.954167,0.954167
87,0.018362,0.135506,0.977083,0.954167,0.954167,0.954167
88,0.0183168,0.13534,0.977083,0.954167,0.954167,0.954167
89,0.0182732,0.135179,0.977083,0.954167,0.954167,0.954167
90,0.0182311,0.135023,0.977083,0.954167,0.954167,0.954167
91,0.0181904,0.134872,0.977083,0.954167,0.954167,0.954167
92,0.0181511,0.134726,0.977083,0.954167,0.954167,0.954167
93,0.018113,0.134585,0.977083,0.954167,0.954167,0.954167
94,0.0180762,0.134448,0.977083,0.954167,0.954167,0.954167
95,0.0180406,0.134315,0.977083,0.954167,0.954167,0.954167
96,0.0180061,0.134187,0.977083,0.954167,0.954167,0.954167
97,0.0179726,0.134062,0.977083,0.954167,0.954167,0.954167
98,0.0179403,0.133941,0.977083,0.954167,0.954167,0.954167
99,0.0179089,0.133824,0.977083,0.954167,0.954167,0.954167
100,0.0178784,0.13371,0.977083,0.954167,0.954167,0.954167
101,0.0178489,0.1336,0.977083,0.954167,0.954167,0.954167
102,0.0178202,0.133492,0.977083,0.954167,0.954167,0.954167
103,0.0177924,0.133388,0.977083,0.954167,0.954167,0.954167
104,0.0177653,0.133287,0.977083,0.954167,0.954167,0.954167
105,0.017739,0.133188,0.977083,0.954167,0.954167,0.954167
106,0.0177135,0.133092,0.977083,0.954167,0.954167,0.954167
107,0.0176886,0.132998,0.977083,0.954167,0.954167,0.954167
108,0.0176644,0.132907,0.977083,0.954167,0.954167,0.954167
109,0.0176408,0.132819,0.977083,0.954167,0.954167,0.954167
110,0.0176179,0.132732,0.977083,0.954167,0.954167,0.954167
111,0.0175955,0.132648,0.977083,0.954167,0.954167,0.954167
112,0.0175737,0.132566,0.977083,0.954167,0.954167,0.954167
113,0.0175524,0.132486,0.977083,0.954167,0.954167,0.954167
114,0.0175317,0.132407,0.977083,0.954167,0.954167,0.954167
115,0.0175114,0.132331,0.977083,0.954167,0.954167,0.954167
116,0.0174916,0.132256,0.977083,0.954167,0.954167,0.954167
117,0.0174723,0.132183,0.977083,0.954167,0.954167,0.954167
118,0.0174534,0.132111,0.977083,0.954167,0.954167,0.954167
119,0.0174349,0.132041,0.977083,0.954167,0.954167,0.954167
120,0.0174168,0.131973,0.977083,0.954167,0.954167,0.954167
121,0.0173991,0.131906,0.977083,0.954167,0.954167,0.954167
122,0.0173818,0.13184,0.977083,0.954167,0.954167,0.954167
123,0.0173648,0.131776,0.977083,0.954167,0.954167,0.954167
124,0.0173482,0.131713,0.977083,0.954167,0.954167,0.954167
125,0.0173319,0.131651,0.977083,0.954167,0.954167,0.954167
126,0.0173159,0.13159,0.977083,0.954167,0.954167,0.954167
127,0.0173002,0.13153,0.977083,0.954167,0.954167,0.954167
128,0.0172848,0.131472,0.977083,0.954167,0.954167,0.954167
129,0.0172696,0.131414,0.977083,0.954167,0.954167,0.954167
130,0.0172547,0.131357,0.977083,0.954167,0.954167,0.954167
131,0.0172401,0.131302,0.977083,0.954167,0.954167,0.954167
132,0.0172258,0.131247,0.977083,0.954167,0.954167,0.954167
133,0.0172116,0.131193,0.977083,0.954167,0.954167,0.954167
134,0.0171977,0.13114,0.977083,0.954167,0.954167,0.954167
135,0.017184,0.131088,0.977083,0.954167,0.954167,0.954167
136,0.0171705,0.131036,0.977083,0.954167,0.954167,0.954167
137,0.0171572,0.130986,0.977083,0.954167,0.954167,0.954167
138,0.0171441,0.130936,0.977083,0.954167,0.954167,0.954167
139,0.0171312,0.130886,0.977083,0.954167,0.954167,0.954167
140,0.0171185,0.130838,0.977083,0.954167,0.954167,0.954167
141,0.0171059,0.13079,0.977083,0.954167,0.954167,0.954167
142,0.0170935,0.130742,0.977083,0.954167,0.954167,0.954167
143,0.0170813,0.130695,0.977083,0.954167,0.954167,0.954167
144,0.0170692,0.130649,0.977083,0.954167,0.954167,0.954167
145,0.0170572,0.130603,0.977083,0.954167,0.954167,0.954167
146,0.0170454,0.130558,0.977083,0.954167,0.954167,0.954167
