Epoch,MSE,RMSE,Accuracy,Precision,Recall,F1Score
1,0.133622,0.365543,0.8,0.6,0.6,0.6
2,0.145138,0.380969,0.783333,0.566667,0.566667,0.566667
3,0.143456,0.378755,0.7875,0.575,0.575,0.575
4,0.14189,0.376683,0.7875,0.575,0.575,0.575
5,0.139933,0.374076,0.795833,0.591667,0.591667,0.591667
6,0.13759,0.370931,0.808333,0.616667,0.616667,0.616667
7,0.135125,0.367594,0.804167,0.608333,0.608333,0.608333
8,0.132796,0.364412,0.804167,0.608333,0.608333,0.608333
9,0.130755,0.361601,0.8125,0.625,0.625,0.625
10,0.129059,0.359248,0.8125,0.625,0.625,0.625
11,0.127702,0.357354,0.816667,0.633333,0.633333,0.633333
12,0.126638,0.355862,0.816667,0.633333,0.633333,0.633333
13,0.125808,0.354694,0.8125,0.625,0.625,0.625
14,0.12515,0.353765,0.816667,0.633333,0.633333,0.633333
15,0.124607,0.352997,0.816667,0.633333,0.633333,0.633333
16,0.124134,0.352326,0.820833,0.641667,0.641667,0.641667
17,0.123698,0.351707,0.816667,0.633333,0.633333,0.633333
18,0.123279,0.35111,0.816667,0.633333,0.633333,0.633333
19,0.122867,0.350523,0.816667,0.633333,0.633333,0.633333
20,0.122459,0.349941,0.816667,0.633333,0.633333,0.633333
21,0.122057,0.349366,0.816667,0.633333,0.633333,0.633333
22,0.121665,0.348805,0.8125,0.625,0.625,0.625
23,0.121287,0.348263,0.8125,0.625,0.625,0.625
24,0.120928,0.347747,0.816667,0.633333,0.633333,0.633333
25,0.12059,0.347261,0.816667,0.633333,0.633333,0.633333
26,0.120277,0.34681,0.816667,0.633333,0.633333,0.633333
27,0.119989,0.346394,0.816667,0.633333,0.633333,0.633333
28,0.119726,0.346014,0.816667,0.633333,0.633333,0.633333
29,0.119487,0.345668,0.816667,0.633333,0.633333,0.633333
30,0.119271,0.345356,0.8125,0.625,0.625,0.625
31,0.119077,0.345075,0.816667,0.633333,0.633333,0.633333
32,0.118902,0.344822,0.816667,0.633333,0.633333,0.633333
33,0.118745,0.344594,0.816667,0.633333,0.633333,0.633333
34,0.118603,0.344388,0.820833,0.641667,0.641667,0.641667
35,0.118475,0.344201,0.820833,0.641667,0.641667,0.641667
36,0.118358,0.344032,0.820833,0.641667,0.641667,0.641667
37,0.118251,0.343876,0.820833,0.641667,0.641667,0.641667
38,0.118152,0.343733,0.820833,0.641667,0.641667,0.641667
39,0.118061,0.3436,0.820833,0.641667,0.641667,0.641667
40,0.117975,0.343475,0.820833,0.641667,0.641667,0.641667
41,0.117894,0.343357,0.820833,0.641667,0.641667,0.641667
42,0.117816,0.343244,0.820833,0.641667,0.641667,0.641667
43,0.117742,0.343136,0.820833,0.641667,0.641667,0.641667
44,0.117671,0.343032,0.820833,0.641667,0.641667,0.641667
45,0.117602,0.342931,0.820833,0.641667,0.641667,0.641667
46,0.117534,0.342833,0.820833,0.641667,0.641667,0.641667
47,0.117469,0.342737,0.820833,0.641667,0.641667,0.641667
48,0.117404,0.342643,0.820833,0.641667,0.641667,0.641667
49,0.117341,0.342551,0.820833,0.641667,0.641667,0.641667
50,0.117279,0.342461,0.820833,0.641667,0.641667,0.641667
51,0.117219,0.342373,0.820833,0.641667,0.641667,0.641667
